CASE#,DATE  OF OCCURRENCE,BLOCK,IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE428834,10/30/2021 7:00:00 PM,011XX S HAMILTON AVE,484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",POLICE FACILITY / VEHICLE PARKING LOT,N,N,1225,27,08B,1162121,1895023,41.86760821,-87.68029878,"(41.867608211, -87.680298775)"
JE427940,10/30/2021 6:00:00 AM,013XX N LAKE SHORE DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1824,43,7,1176971,1909167,41.90609717,-87.62535403,"(41.906097165, -87.625354033)"
JF150629,02/19/2022 8:10:00 PM,016XX E 55TH ST,810,THEFT,OVER $500,SIDEWALK,N,N,234,5,6,,,,,
JE427739,10/30/2021 10:40:00 AM,010XX N SPRINGFIELD AVE,460,BATTERY,SIMPLE,APARTMENT,N,N,1112,37,08B,1150195,1906679,41.89983415,-87.7237774,"(41.89983415, -87.723777401)"
JE429856,10/30/2021 8:00:00 PM,015XX E 93RD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,413,8,7,1188272,1843625,41.72598241,-87.58593608,"(41.725982406, -87.585936079)"
JE460728,11/29/2021 7:30:00 PM,032XX W HURON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1121,27,15,1154831,1904485,41.89372196,-87.70680808,"(41.893721957, -87.706808075)"
JF111511,12/19/2021 12:00:00 AM,030XX N HARLEM AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,2511,29,6,,,,,
JE394798,10/01/2021 11:50:00 PM,071XX N WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2424,49,14,1162303,1947550,42.01174154,-87.67815681,"(42.011741539, -87.678156807)"
JE427794,10/30/2021 10:40:00 AM,059XX N LINCOLN AVE,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2011,40,6,1154613,1939559,41.9899719,-87.706667,"(41.989971904, -87.706667002)"
JE484798,12/21/2021 12:34:00 PM,033XX W 26TH ST,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,Y,N,1024,12,3,1154324,1886530,41.84446165,-87.70914962,"(41.844461646, -87.709149616)"
JE394710,10/01/2021 10:10:00 PM,055XX S ASHLAND AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,N,N,715,16,9,1166618,1867951,41.79322482,-87.66456329,"(41.793224817, -87.664563293)"
JF296939,12/07/2021 10:30:00 AM,052XX W CONGRESS PKWY,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1522,29,26,,,,,
JF290633,06/22/2022 9:25:00 PM,080XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,623,6,14,,,,,
JE433993,10/19/2021 12:00:00 PM,036XX W CULLOM AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,1723,35,10,1151183,1928331,41.95922975,-87.71957916,"(41.959229747, -87.719579156)"
JE427643,10/30/2021 9:03:00 AM,074XX S PHILLIPS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,334,7,14,1193931,1856284,41.76058307,-87.564793,"(41.760583068, -87.564793)"
JE393657,10/01/2021 6:47:00 AM,051XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2033,48,14,1167380,1934510,41.97585136,-87.65985369,"(41.975851357, -87.659853691)"
JE429775,10/30/2021 7:35:00 PM,010XX W 14TH PL,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1232,11,6,1169625,1893228,41.86252264,-87.65280271,"(41.86252264, -87.652802708)"
JE428396,10/30/2021 4:30:00 PM,046XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,215,3,08A,1177938,1874229,41.81020308,-87.62286391,"(41.810203079, -87.622863908)"
JE428239,10/30/2021 7:07:00 PM,076XX S KOSTNER AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,833,18,08A,1148230,1853714,41.75452888,-87.73235581,"(41.754528882, -87.732355809)"
JE428017,10/30/2021 5:00:00 AM,020XX N HOYNE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1432,32,7,1162015,1913971,41.91960527,-87.68015837,"(41.919605267, -87.680158369)"
JE428024,10/30/2021 3:27:00 PM,034XX W 15TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1021,24,15,1153475,1892492,41.86083896,-87.71210704,"(41.860838964, -87.712107039)"
JE373855,09/14/2021 6:30:00 PM,006XX S INDEPENDENCE BLVD,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,GAS STATION,N,N,1133,24,04B,1151362,1897011,41.87328131,-87.71974488,"(41.87328131, -87.71974488)"
JE487342,12/23/2021 9:30:00 PM,055XX S KEDZIE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,MEDICAL / DENTAL OFFICE,N,Y,824,14,08B,1155991,1867743,41.79287428,-87.7035373,"(41.792874284, -87.703537299)"
JF264791,12/01/2021 12:00:00 AM,046XX W GLADYS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1131,24,11,,,,,
JE433587,10/23/2021 6:00:00 AM,005XX N ST LOUIS AVE,810,THEFT,OVER $500,APARTMENT,N,N,1121,27,6,1152951,1903456,41.89093574,-87.71374001,"(41.890935742, -87.713740006)"
JE428640,10/30/2021 11:45:00 PM,068XX S LAFAYETTE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,722,6,7,1177011,1859695,41.77034131,-87.62670215,"(41.770341314, -87.626702153)"
JE431115,10/30/2021 8:52:00 PM,016XX W DIVISION ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1424,1,6,1164808,1908052,41.9033043,-87.67006468,"(41.903304304, -87.670064675)"
JE460185,11/29/2021 9:00:00 AM,086XX S HERMITAGE AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,614,21,11,1166184,1847376,41.7367735,-87.66673942,"(41.736773499, -87.666739416)"
JF264495,05/27/2022 2:00:00 AM,013XX E HYDE PARK BLVD,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,234,4,6,,,,,
JE428301,10/30/2021 8:17:00 PM,051XX W IOWA ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1531,37,3,1142084,1905506,41.89676958,-87.75359866,"(41.89676958, -87.75359866)"
JE428214,10/30/2021 2:23:00 PM,030XX N MILWAUKEE AVE,320,ROBBERY,STRONG ARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,N,N,2523,30,3,1151322,1919982,41.93631673,-87.71928803,"(41.936316729, -87.719288031)"
JE394125,10/01/2021 2:15:00 PM,036XX W LEXINGTON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1133,24,15,1152141,1896451,41.87172929,-87.71689954,"(41.871729291, -87.716899535)"
JE480105,12/14/2021 7:00:00 AM,014XX W 73RD ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,Y,734,17,08B,1167596,1856328,41.76130891,-87.66131013,"(41.761308909, -87.661310126)"
JE394588,10/01/2021 7:45:00 PM,008XX W ADDISON ST,870,THEFT,POCKET-PICKING,STREET,N,N,1923,44,6,1170200,1924134,41.94731799,-87.64978794,"(41.947317986, -87.649787936)"
JE388882,09/24/2021 2:00:00 AM,039XX S WABASH AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,213,3,04A,1177364,1878995,41.8232944,-87.62482511,"(41.823294395, -87.624825113)"
JE397723,10/01/2021 9:00:00 AM,091XX S SOUTH CHICAGO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,423,7,11,1196948,1844748,41.72885291,-87.55411868,"(41.728852906, -87.554118677)"
JF264997,12/13/2021 8:30:00 PM,011XX E 47TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GAS STATION,N,N,222,4,11,,,,,
JE429750,10/30/2021 3:50:00 AM,025XX N MOZART ST,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,N,N,1414,32,26,1156945,1916768,41.9273849,-87.69871027,"(41.927384902, -87.698710267)"
JE434175,10/07/2021 6:30:00 PM,067XX S INDIANA AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,Y,322,6,26,1178753,1860456,41.77239013,-87.62029361,"(41.772390126, -87.620293605)"
JF265633,11/01/2021 12:00:00 AM,016XX W 16TH ST,820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,1234,25,6,,,,,
JE428763,10/30/2021 6:00:00 PM,034XX S MORGAN ST,820,THEFT,$500 AND UNDER,STREET,N,N,913,11,6,1170203,1882205,41.83226198,-87.65100246,"(41.832261984, -87.651002457)"
JF111193,12/22/2021 2:35:00 PM,108XX S EMERALD AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,2233,34,6,,,,,
JE394333,10/01/2021 4:30:00 AM,007XX E 89TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,633,8,08B,1182766,1845796,41.7320693,-87.60603752,"(41.732069298, -87.60603752)"
JF164055,02/24/2022 1:00:00 PM,020XX W SUMMERDALE AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,2012,40,6,,,,,
JE397495,10/01/2021 2:00:00 PM,077XX S BURNHAM AVE,460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,421,7,08B,1196066,1854156,41.75469107,-87.55703869,"(41.754691074, -87.557038686)"
JE395440,10/02/2021 1:50:00 PM,072XX S SEELEY AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,Y,N,735,17,18,1163943,1856741,41.76251977,-87.67468712,"(41.762519771, -87.674687118)"
JE428060,10/30/2021 4:14:00 PM,0000X E GRAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1834,42,7,1176763,1903916,41.89169288,-87.62627706,"(41.89169288, -87.626277055)"
JE398018,10/02/2021 10:00:00 PM,049XX W GLADYS AVE,810,THEFT,OVER $500,STREET,N,N,1533,29,6,1143711,1897892,41.87584553,-87.74781369,"(41.875845532, -87.747813694)"
JE428302,10/30/2021 7:39:00 PM,055XX W CORTLAND ST,1330,CRIMINAL TRESPASS,TO LAND,ALLEY,Y,N,2532,37,26,1138963,1911898,41.91436728,-87.76490618,"(41.914367282, -87.764906179)"
JE427790,10/30/2021 10:52:00 AM,091XX S SOUTH CHICAGO AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",NURSING / RETIREMENT HOME,Y,N,423,7,08B,1196826,1844863,41.72917151,-87.55456177,"(41.729171506, -87.55456177)"
JE428329,10/30/2021 8:20:00 PM,065XX S MOZART ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,831,17,08B,1158506,1861064,41.77449524,-87.69449699,"(41.774495236, -87.694496985)"
JE398019,10/02/2021 12:00:00 AM,040XX S LAKE PARK AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,214,4,5,1183624,1878499,41.82178939,-87.60187532,"(41.821789385, -87.601875318)"
JE427387,10/30/2021 12:58:00 AM,061XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,1611,39,08B,1133570,1940633,41.99331549,-87.78404294,"(41.99331549, -87.784042935)"
JE428735,10/30/2021 7:00:00 PM,063XX N WINTHROP AVE,820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,2433,48,6,1167709,1942166,41.9968525,-87.65842198,"(41.996852502, -87.65842198)"
JE428374,10/30/2021 9:18:00 PM,017XX W CORTLAND ST,810,THEFT,OVER $500,RESIDENCE,N,N,1433,32,6,1164285,1912691,41.91604512,-87.67185435,"(41.916045118, -87.671854349)"
JE427485,10/30/2021 3:00:00 AM,003XX N STATE ST,820,THEFT,$500 AND UNDER,STREET,N,N,1834,42,6,1176295,1902683,41.88832003,-87.62803301,"(41.888320033, -87.628033006)"
JE427772,10/30/2021 11:25:00 AM,019XX N CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,2533,36,6,1144090,1912429,41.91572961,-87.74605678,"(41.915729613, -87.746056778)"
JE428200,10/30/2021 7:00:00 PM,049XX S KEDZIE AVE,545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",GROCERY FOOD STORE,N,N,821,14,08A,1155878,1871667,41.80364456,-87.70384629,"(41.803644557, -87.70384629)"
JE431045,10/30/2021 12:00:00 PM,077XX S LAFLIN ST,820,THEFT,$500 AND UNDER,STREET,N,N,612,17,6,1167459,1853362,41.75317274,-87.66189709,"(41.753172737, -87.661897086)"
JE428304,10/30/2021 8:20:00 PM,072XX S COLES AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,334,7,15,1194448,1857661,41.76434897,-87.56285301,"(41.764348967, -87.56285301)"
JE427701,10/30/2021 10:19:00 AM,125XX S HARVARD AVE,460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),Y,N,523,9,08B,1176232,1821775,41.6663012,-87.63069205,"(41.666301195, -87.630692048)"
JE428213,10/30/2021 1:16:00 PM,006XX W OHARE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FEDERAL BUILDING,Y,N,1654,41,26,1100088,1926079,41.95390047,-87.9074726,"(41.953900467, -87.907472601)"
JE427441,10/30/2021 1:59:00 AM,065XX S EBERHART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,321,20,14,1180697,1861845,41.77615723,-87.61312488,"(41.776157231, -87.613124884)"
JE427575,10/30/2021 7:58:00 AM,021XX W 50TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,931,15,08B,1162967,1871159,41.80210513,-87.67786149,"(41.80210513, -87.67786149)"
JE428113,10/30/2021 11:00:00 AM,063XX S ADA ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,724,16,26,1168416,1862644,41.7786232,-87.65812303,"(41.778623201, -87.658123027)"
JE433647,10/25/2021 9:30:00 PM,054XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,APARTMENT,N,N,2023,48,6,1168658,1936265,41.98063946,-87.65510293,"(41.980639456, -87.65510293)"
JE428119,10/30/2021 12:00:00 PM,001XX W CHICAGO AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,N,N,1832,2,6,1175160,1905699,41.89662162,-87.63211056,"(41.896621623, -87.632110564)"
JF127730,12/25/2021 12:00:00 AM,009XX E 79TH ST,610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),N,N,624,8,5,,,,,
JE427768,10/30/2021 10:30:00 AM,020XX N MILWAUKEE AVE,850,THEFT,ATTEMPT THEFT,CTA BUS STOP,Y,N,1431,1,6,1159682,1913243,41.91765602,-87.68875026,"(41.917656022, -87.688750258)"
JE428438,10/30/2021 11:07:00 PM,026XX S INDIANA AVE,560,ASSAULT,SIMPLE,STREET,Y,N,133,4,08A,1178035,1886949,41.84510557,-87.62212189,"(41.845105566, -87.622121892)"
JE428277,10/30/2021 8:08:00 PM,068XX S DORCHESTER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,321,5,15,1186717,1859971,41.77087435,-87.59111558,"(41.770874346, -87.591115577)"
JE430215,10/30/2021 7:00:00 PM,019XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1223,27,14,1163655,1900042,41.88134862,-87.67452579,"(41.881348623, -87.674525788)"
JE427510,10/30/2021 3:45:00 AM,087XX S COLFAX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,423,7,08B,1195010,1847437,41.73627968,-87.5611295,"(41.736279679, -87.5611295)"
JE427589,10/30/2021 8:15:00 AM,023XX W TAYLOR ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,1225,28,14,1160966,1895521,41.8689988,-87.68452515,"(41.868998803, -87.684525154)"
JE428123,10/30/2021 5:13:00 PM,056XX S RACINE AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,712,16,04B,1169283,1867384,41.7916116,-87.65480742,"(41.791611598, -87.654807416)"
JF108217,01/07/2022 4:12:00 PM,025XX W POLK ST,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1135,28,6,,,,,
JE433012,10/29/2021 11:12:00 PM,031XX W DEVON AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,Y,N,2412,50,22,1154353,1942271,41.99741898,-87.70755044,"(41.997418977, -87.70755044)"
JE427580,10/30/2021 7:30:00 AM,012XX W 74TH ST,560,ASSAULT,SIMPLE,STREET,N,Y,734,17,08A,1169076,1855704,41.75956472,-87.65590382,"(41.759564715, -87.655903815)"
JE428421,10/30/2021 5:00:00 AM,041XX S ELLIS AVE,810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,214,4,6,1183556,1877430,41.81885756,-87.60215815,"(41.818857562, -87.602158146)"
JE430582,10/30/2021 12:00:00 AM,014XX S INDIANA AVE,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,APARTMENT,N,N,132,3,11,1177890,1893527,41.86315933,-87.62245416,"(41.86315933, -87.622454163)"
JE428274,10/30/2021 7:52:00 PM,007XX W 81ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,621,21,08B,1172583,1851157,41.74701067,-87.64318443,"(41.747010666, -87.643184428)"
JE428775,10/30/2021 11:00:00 AM,019XX W FULTON ST,810,THEFT,OVER $500,STREET,N,N,1223,27,6,1163522,1902027,41.88679843,-87.67495824,"(41.886798427, -87.674958238)"
JE429298,10/30/2021 10:30:00 PM,007XX W GRAND AVE,810,THEFT,OVER $500,STREET,N,N,1214,27,6,1171244,1903691,41.89119847,-87.64655227,"(41.891198474, -87.646552268)"
JE433810,10/29/2021 8:00:00 AM,107XX S WHIPPLE ST,820,THEFT,$500 AND UNDER,STREET,N,N,2211,19,6,1157883,1833286,41.69828049,-87.69753309,"(41.698280492, -87.697533088)"
JE427451,10/30/2021 2:30:00 AM,013XX E 72ND PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,324,8,08B,1186400,1857199,41.76327523,-87.5923651,"(41.763275229, -87.592365099)"
JE428199,10/30/2021 6:10:00 PM,043XX N CENTRAL AVE,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,1624,38,08A,1138223,1928483,41.95989168,-87.7672225,"(41.959891679, -87.767222504)"
JE428181,10/30/2021 6:06:00 PM,103XX S MICHIGAN AVE,460,BATTERY,SIMPLE,RESTAURANT,Y,N,512,9,08B,1178964,1836624,41.70698746,-87.62024403,"(41.706987456, -87.620244029)"
JE428359,10/30/2021 9:44:00 PM,066XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,322,20,15,1177425,1860884,41.77359471,-87.62514872,"(41.773594714, -87.625148718)"
JE427696,10/30/2021 9:11:00 AM,041XX W MONROE ST,313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,RESIDENCE - PORCH / HALLWAY,N,N,1115,28,3,1148708,1899337,41.87971577,-87.72942901,"(41.879715769, -87.72942901)"
JE427642,10/30/2021 8:31:00 AM,049XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,APARTMENT,Y,N,224,3,15,1177990,1872389,41.80515278,-87.62272898,"(41.805152775, -87.622728981)"
JE430081,10/30/2021 8:00:00 PM,054XX W SCHOOL ST,810,THEFT,OVER $500,STREET,N,N,1633,30,6,1139501,1921407,41.94045119,-87.76269713,"(41.940451193, -87.762697127)"
JE428707,10/30/2021 11:30:00 PM,0000X W HUBBARD ST,880,THEFT,PURSE-SNATCHING,STREET,N,N,1831,42,6,1176050,1903312,41.89005157,-87.62891376,"(41.890051565, -87.62891376)"
JE427755,10/30/2021 10:51:00 AM,067XX W 64TH PL,560,ASSAULT,SIMPLE,RESIDENCE,N,N,812,23,08A,1132560,1861002,41.77481462,-87.78961403,"(41.77481462, -87.789614031)"
JE427676,10/30/2021 7:00:00 AM,016XX E 83RD ST,820,THEFT,$500 AND UNDER,STREET,N,N,412,8,6,1188811,1850279,41.74422879,-87.58374943,"(41.744228789, -87.583749431)"
JE428363,10/30/2021 9:30:00 PM,046XX S LAKE PARK AVE,810,THEFT,OVER $500,COIN OPERATED MACHINE,N,N,222,4,6,1185996,1874375,41.81041711,-87.59330397,"(41.810417111, -87.593303974)"
JE429746,10/31/2021 4:45:00 AM,114XX S FOREST AVE,810,THEFT,OVER $500,APARTMENT,N,N,531,9,6,1180288,1829147,41.68643935,-87.61562375,"(41.686439349, -87.615623747)"
JE429248,10/31/2021 4:23:00 PM,006XX N STATE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,N,N,1834,42,11,1176247,1904872,41.89432785,-87.62814321,"(41.894327846, -87.62814321)"
JE430372,10/31/2021 9:40:00 PM,072XX N ROGERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2424,49,14,1161337,1947993,42.01297737,-87.68169874,"(42.012977374, -87.681698739)"
JE429396,10/31/2021 7:40:00 PM,025XX S STATE ST,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,CTA BUS STOP,N,N,133,3,04B,1176762,1887355,41.84624849,-87.62678134,"(41.846248493, -87.626781335)"
JE428807,10/31/2021 9:00:00 AM,0000X S CENTRAL AVE,560,ASSAULT,SIMPLE,STREET,N,Y,1513,29,08A,1139059,1899347,41.87992406,-87.76485901,"(41.879924058, -87.764859013)"
JE429549,10/31/2021 11:10:00 PM,003XX S DEARBORN ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,113,4,04B,1175987,1898766,41.8775785,-87.62928209,"(41.877578503, -87.629282088)"
JE428762,10/31/2021 4:00:00 AM,007XX N KILBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1111,28,14,1145813,1904633,41.89430401,-87.73992468,"(41.89430401, -87.739924675)"
JE429377,10/31/2021 6:10:00 PM,051XX S CICERO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,815,14,6,1145225,1870231,41.7999114,-87.74295284,"(41.799911401, -87.742952841)"
JE432735,10/31/2021 12:00:00 PM,062XX S KENNETH AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,N,N,813,23,26,1147779,1862826,41.77954239,-87.73377584,"(41.779542388, -87.733775843)"
JE430243,10/31/2021 11:30:00 PM,063XX S JUSTINE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,725,16,14,1167093,1862703,41.77881351,-87.66297155,"(41.778813508, -87.662971552)"
JE429430,10/31/2021 8:30:00 PM,065XX S KEDZIE AVE,320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,831,17,3,1156172,1861266,41.77509681,-87.70304769,"(41.775096813, -87.703047685)"
JE429099,10/31/2021 12:09:00 PM,059XX N LINCOLN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2011,40,5,1155136,1939146,41.98882809,-87.70475445,"(41.988828094, -87.704754451)"
JE428761,10/31/2021 7:35:00 AM,003XX E 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,633,9,14,1180351,1842062,41.7218784,-87.61499875,"(41.721878401, -87.614998746)"
JE429448,10/31/2021 8:30:00 PM,029XX W NORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1423,26,15,1156466,1910496,41.91018375,-87.70064043,"(41.91018375, -87.700640434)"
JF264757,11/16/2021 6:00:00 AM,021XX S CENTRAL PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1024,24,08B,,,,,
JF296060,10/15/2021 11:45:00 AM,041XX N KENMORE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1915,46,11,,,,,
JE486520,12/23/2021 3:49:00 AM,061XX N DAMEN AVE,820,THEFT,$500 AND UNDER,APARTMENT,Y,N,2413,40,6,1161891,1940443,41.99224837,-87.67987231,"(41.992248371, -87.679872314)"
JF191480,03/29/2022 6:15:00 PM,005XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,N,N,1834,42,6,,,,,
JF325813,09/20/2021 4:00:00 PM,024XX S TRUMBULL AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1024,22,5,,,,,
JE429308,10/31/2021 5:23:00 PM,043XX S GREENWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,222,4,08B,1184316,1876447,41.81614236,-87.59940103,"(41.816142361, -87.599401026)"
JE429001,10/31/2021 12:00:00 PM,069XX S ASHLAND AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,735,17,08B,1166876,1858796,41.76809684,-87.66387859,"(41.768096835, -87.663878589)"
JE461338,11/29/2021 9:00:00 PM,010XX N MONTICELLO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,1112,27,08A,1151855,1906697,41.89985102,-87.71767969,"(41.899851016, -87.717679685)"
JE428617,10/31/2021 3:30:00 AM,057XX W PATTERSON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1633,36,08B,1137422,1923689,41.94675096,-87.77028319,"(41.946750957, -87.770283189)"
JE429708,10/31/2021 10:00:00 PM,124XX S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,532,9,7,1178837,1822020,41.66691484,-87.62115122,"(41.666914835, -87.621151217)"
JE428855,10/31/2021 10:30:00 AM,074XX S HARVARD AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,N,Y,731,6,04B,1175245,1855561,41.75903677,-87.63329889,"(41.759036773, -87.633298885)"
JE460378,11/29/2021 3:00:00 PM,017XX N CALIFORNIA AVE,460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1421,1,08B,1157433,1911449,41.91277923,-87.69706208,"(41.912779231, -87.697062077)"
JF111366,12/14/2021 5:30:00 PM,005XX W CERMAK RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,N,N,1235,25,7,,,,,
JE429981,10/31/2021 10:30:00 PM,007XX N MICHIGAN AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1833,2,04B,1177293,1905627,41.89637595,-87.6242787,"(41.896375946, -87.6242787)"
